age,income,credit_score,loan_term,loan_amount,monthly_installment,interest_rate,repayment_status
28,84788,706,60,24500,271.804,13.09,0
60,135885,722,48,35000,179.796,6.04,0
34,90557,443,24,7000,74.42,12.23,0
38,84664,433,24,7000,62.941,10.34,1
41,104235,807,48,50000,412.167,9.69,0
60,108319,738,36,35000,269.259,8.98,0
54,118855,408,12,10000,114.351,12.59,0
59,62484,561,12,7000,89.833,14.13,0
54,105722,608,36,20000,213.097,12.43,0
64,146905,652,36,20000,143.574,8.38,1
58,43732,333,24,4000,34.103,9.81,0
35,49323,476,36,4000,19.827,5.78,0
47,102874,670,12,35000,349.928,11.01,0
32,92919,772,36,35000,318.313,10.61,0
38,41023,434,12,4000,48.852,13.45,0
45,143443,713,24,35000,192.848,6.34,1
64,128265,687,60,35000,183.953,6.2,0
34,82482,686,48,24500,130.71,6.27,0
41,59123,777,12,35000,334.608,10.52,0
33,103504,534,24,10000,112.345,12.93,0
46,53956,750,48,35000,255.354,8.57,0
64,110663,652,12,20000,173.203,9.53,1
35,46055,404,24,4000,38.329,11.02,0
63,130697,531,48,10000,51.327,6.03,0
35,76977,336,24,7000,45.806,7.53,1
35,122832,741,36,50000,250.534,5.85,0
21,80096,593,24,14000,91.691,7.53,1
59,119490,607,12,20000,234.956,12.94,0
61,118448,748,12,50000,308.585,6.79,0
59,95556,454,36,7000,79.8,13.3,0
62,43428,449,48,4000,41.523,12.2,0
42,60110,691,60,24500,120.648,5.81,0
45,43636,420,60,4000,25.54,7.54,0
37,77590,539,48,7000,51.645,8.67,0
37,58074,845,36,35000,218.867,7.3,0
29,75193,648,24,14000,82.933,6.81,1
25,124553,358,24,10000,58.753,6.76,1
36,68791,814,12,35000,165.655,5.21,0
55,95710,547,36,7000,58.179,9.7,1
56,103679,336,24,10000,104.223,11.99,1
44,76976,358,24,7000,71.14,11.69,1
62,84832,314,48,7000,82.089,13.78,0
61,130975,748,48,50000,326.133,7.67,0
43,74928,333,60,7000,44.958,7.58,0
56,113709,591,48,20000,197.531,11.61,0
48,49860,788,24,20000,105.447,6.06,0
31,108483,802,12,50000,532.208,11.72,0
23,77650,513,36,7000,78.24,13.04,0
26,100490,541,24,10000,81.559,9.38,1
40,70780,787,12,35000,337.215,10.61,0
47,53932,724,12,24500,222.408,9.99,0
27,94078,391,60,7000,69.158,11.66,0
52,34087,763,36,20000,128.556,7.5,0
51,88424,570,60,7000,79.172,13.35,0
44,84085,713,60,24500,285.552,13.76,0
60,50027,308,12,7000,81.051,12.75,0
63,122481,339,60,10000,112.503,13.28,0
54,92559,526,48,7000,64.816,10.88,0
52,40343,763,12,20000,151.136,8.32,0
41,38222,641,60,8000,76.469,11.28,0
27,127717,461,48,10000,84.87,9.97,0
60,82507,844,36,35000,325.052,10.84,0
25,83861,749,60,35000,391.556,13.2,0
50,39730,634,24,8000,69.734,10.03,1
35,68086,788,48,35000,234.218,7.86,0
33,57455,599,48,14000,138.112,11.59,0
36,74614,771,24,35000,377.341,12.4,0
29,36730,488,12,4000,47.705,13.13,0
23,147197,608,24,20000,194.832,11.21,1
51,107360,597,36,20000,208.683,12.18,0
27,79801,685,24,24500,254.702,11.96,0
64,141038,388,36,10000,76.619,8.94,1
40,59681,846,12,35000,293.508,9.23,0
61,88812,585,12,14000,124.436,9.78,1
42,32257,433,12,4000,32.053,8.82,0
63,52058,348,60,7000,84.719,14.28,0
43,111500,614,24,20000,143.81,8.27,1
39,83183,376,48,7000,59.906,10.06,0
65,147155,813,60,50000,232.047,5.48,0
63,80652,488,60,7000,52.702,8.89,0
52,140667,434,48,10000,115.604,13.59,0
41,149285,449,24,10000,52.131,6.0,1
41,39093,348,24,4000,45.429,13.07,0
49,52291,768,24,35000,427.059,14.04,0
54,116507,850,12,50000,382.644,8.42,0
50,136006,550,48,10000,96.075,11.29,0
33,35640,632,36,8000,101.84,14.86,0
37,61558,410,36,7000,39.134,6.52,1
62,107650,346,48,10000,79.432,9.33,0
24,128018,776,48,50000,578.055,13.59,0
31,85004,804,36,35000,402.155,13.41,0
21,115267,569,48,10000,80.95,9.51,0
28,113567,823,36,50000,398.951,9.31,0
43,36025,552,36,4000,46.521,13.57,0
41,90420,736,48,24500,283.07,13.58,0
40,75517,461,24,7000,35.51,5.83,1
44,75758,577,48,7000,42.755,7.18,0
53,94438,787,24,35000,275.201,9.05,0
34,70333,489,60,7000,69.21,11.67,0
28,63162,569,36,7000,55.429,9.24,1
55,111952,582,36,20000,125.98,7.35,1
39,82555,723,48,24500,125.345,6.01,0
31,73584,445,12,7000,43.126,6.78,1
65,100450,584,12,20000,222.28,12.24,0
51,72166,394,24,7000,36.783,6.04,1
51,149883,660,24,20000,89.563,5.15,1
65,111986,653,24,20000,234.156,13.47,0
25,63696,840,12,35000,221.927,6.98,0
23,134694,698,36,35000,261.031,8.7,1
36,83183,646,36,14000,166.257,13.86,0
62,123847,527,24,10000,88.007,10.12,1
57,117467,467,12,10000,62.329,6.86,1
56,94743,808,12,35000,463.136,14.57,0
30,139925,751,48,50000,351.064,8.25,0
61,45288,551,12,4000,31.786,8.75,0
39,31208,840,24,20000,227.882,13.11,0
42,85876,725,48,24500,247.647,11.88,0
53,116867,389,48,10000,52.724,6.2,0
49,45532,492,60,4000,33.645,9.93,0
55,48043,503,36,4000,47.408,13.83,0
53,88731,728,24,24500,231.038,10.85,1
60,80054,471,36,7000,85.421,14.24,0
38,144511,770,48,50000,387.064,9.1,0
34,145255,781,12,50000,354.973,7.81,0
47,90993,535,60,7000,58.499,9.86,0
64,106170,673,60,35000,397.514,13.4,0
31,33119,316,60,4000,31.754,9.37,0
36,52870,643,12,14000,145.323,11.43,1
51,32517,623,60,8000,89.624,13.22,0
46,110256,819,60,50000,454.418,10.73,0
32,60008,787,60,35000,340.806,11.49,0
30,134291,340,24,10000,72.38,8.33,1
38,63234,475,48,7000,36.726,6.17,0
39,94867,757,24,35000,209.858,6.9,0
64,83375,820,60,35000,373.549,12.6,0
49,91603,783,60,35000,305.18,10.29,0
49,68648,457,60,7000,69.967,11.8,0
53,85129,485,48,7000,78.039,13.1,0
51,129348,423,24,10000,46.389,5.34,1
23,33079,838,60,20000,175.203,10.34,0
61,40243,834,48,20000,168.586,9.91,0
46,130499,429,12,10000,132.048,14.54,0
65,71031,757,24,35000,282.614,9.29,0
46,117098,800,60,50000,455.476,10.75,0
25,134202,343,36,10000,49.277,5.75,1
40,33357,372,48,4000,45.619,13.4,0
31,39633,722,48,14000,100.931,8.47,0
46,68718,339,24,7000,34.479,5.67,1
53,94157,797,60,35000,287.727,9.7,0
55,145135,406,36,10000,125.79,14.68,0
42,140854,784,12,50000,280.83,6.18,0
23,54238,545,24,7000,82.513,13.56,0
28,107329,729,12,35000,284.136,8.94,0
24,131537,415,24,10000,118.792,13.67,0
24,109667,587,48,20000,241.705,14.2,0
24,92224,641,36,14000,148.793,12.4,0
52,51534,593,12,14000,139.032,10.93,1
33,149264,688,60,35000,407.858,13.75,0
30,95392,428,24,7000,36.332,5.97,1
22,101033,820,60,50000,427.904,10.1,0
29,104433,802,48,50000,420.273,9.88,0
30,54314,478,24,7000,80.747,13.27,0
41,97629,682,24,24500,172.951,8.12,1
65,93482,534,12,7000,73.752,11.6,1
27,66688,600,24,14000,132.132,10.86,1
32,94950,829,60,35000,159.425,5.38,0
48,103669,762,12,50000,507.683,11.18,0
52,68578,695,24,24500,148.541,6.97,0
56,120344,310,36,10000,47.73,5.57,1
34,92786,600,48,14000,158.589,13.31,0
27,105323,411,24,10000,118.129,13.59,0
36,100690,582,60,20000,210.02,12.39,0
52,75679,511,24,7000,34.841,5.73,1
28,89624,583,36,14000,136.79,11.4,1
52,69882,379,12,7000,82.905,13.04,0
32,44687,534,24,4000,20.873,6.0,0
21,30265,584,48,8000,88.069,12.94,0
25,33218,603,12,8000,40.077,5.51,1
23,74913,829,12,35000,344.265,10.83,0
39,69167,472,12,7000,68.665,10.8,1
49,38937,314,24,4000,51.444,14.8,0
50,53240,304,48,7000,35.34,5.93,0
30,120688,447,48,10000,71.708,8.43,0
58,125294,422,12,10000,100.127,11.02,1
40,115067,306,36,10000,80.27,9.37,1
25,125686,646,12,20000,115.049,6.33,1
59,136931,396,60,10000,43.449,5.13,0
45,57430,810,24,35000,436.932,14.36,0
33,81994,571,36,7000,52.86,8.81,1
40,133857,825,36,50000,435.917,10.17,0
32,107199,817,24,50000,501.032,11.53,0
33,97398,630,24,14000,130.156,10.7,1
44,60772,623,36,14000,107.692,8.98,1
51,50030,363,60,7000,43.62,7.35,0
64,75037,717,48,24500,157.462,7.55,0
49,35397,827,12,20000,203.955,11.23,0
29,63106,416,60,7000,80.616,13.59,0
30,90571,463,48,7000,85.497,14.35,0
30,141194,804,60,50000,546.13,12.89,0
54,104404,693,24,35000,402.574,13.23,0
25,65399,411,24,7000,52.295,8.59,1
35,146617,335,36,10000,76.884,8.97,1
48,121869,442,24,10000,110.733,12.74,0
40,73038,587,36,14000,156.76,13.07,0
65,33138,451,60,4000,37.462,11.05,0
39,113141,845,36,50000,638.797,14.91,0
22,93823,486,60,7000,85.348,14.39,0
39,88054,583,36,14000,86.565,7.22,1
26,45765,320,12,4000,23.98,6.6,0
32,52123,713,60,24500,266.893,12.86,0
56,52882,366,12,7000,57.949,9.11,0
45,111433,699,36,35000,277.132,9.24,0
26,56370,540,60,7000,33.286,5.61,0
63,44172,639,12,8000,57.336,7.89,0
45,87813,380,12,7000,47.015,7.39,1
35,75675,672,36,24500,125.345,5.97,0
65,76592,745,36,35000,316.099,10.54,0
32,85587,378,12,7000,59.597,9.37,1
43,106928,516,60,10000,85.636,10.11,0
55,69023,664,24,14000,175.272,14.4,0
57,34793,436,60,4000,25.823,7.62,0
43,118130,351,24,10000,71.979,8.28,1
34,126481,769,24,50000,544.27,12.52,0
46,108191,731,60,35000,198.682,6.7,0
38,80636,443,60,7000,71.959,12.13,0
46,138416,772,24,50000,567.609,13.06,0
26,143558,495,48,10000,105.384,12.39,0
58,58641,729,12,24500,166.936,7.5,0
50,139546,322,36,10000,48.196,5.62,1
27,81075,633,24,14000,181.273,14.9,0
31,117975,605,24,20000,128.893,7.41,1
35,84308,604,36,14000,106.146,8.85,1
46,31124,620,24,8000,90.182,12.97,0
27,131266,839,60,50000,539.651,12.74,0
22,45877,493,60,4000,33.249,9.81,0
61,108183,615,48,20000,252.551,14.84,0
44,40607,789,60,20000,234.027,13.81,0
49,137163,771,60,50000,386.954,9.13,0
28,128810,336,12,10000,103.575,11.4,1
37,146113,421,48,10000,46.057,5.41,0
52,54823,795,48,35000,328.733,11.04,0
55,50073,676,12,24500,332.297,14.94,0
57,68727,771,60,35000,222.198,7.49,0
58,147714,388,12,10000,84.315,9.28,1
62,112148,398,24,10000,122.161,14.06,0
47,116978,511,36,10000,96.728,11.29,1
22,148394,499,24,10000,63.035,7.25,1
32,35354,746,24,20000,202.264,11.64,0
55,73394,655,24,14000,112.098,9.21,1
51,111999,302,48,10000,55.837,6.56,0
47,37759,835,48,20000,194.594,11.43,0
57,72806,823,12,35000,280.914,8.83,0
35,137918,748,12,50000,564.002,12.42,0
58,93725,792,12,35000,439.205,13.82,0
25,114862,609,24,20000,181.531,10.44,1
32,55683,480,48,7000,31.787,5.34,0
48,54927,540,12,7000,42.622,6.7,1
23,86836,566,36,7000,84.437,14.08,0
49,51924,689,24,24500,254.42,11.95,0
27,79317,548,60,7000,33.255,5.61,0
63,57140,623,24,14000,73.221,6.02,0
26,37571,416,24,4000,40.008,11.51,0
43,116561,742,24,50000,580.033,13.35,0
33,107087,550,12,10000,55.918,6.15,1
57,54485,511,24,7000,89.111,14.65,0
44,131528,349,60,10000,59.439,7.01,0
45,130906,678,60,35000,379.205,12.79,0
24,38924,627,12,8000,106.328,14.64,0
44,39585,302,24,4000,20.465,5.88,0
39,54300,630,60,14000,80.961,6.82,0
51,74471,439,36,7000,77.414,12.91,0
42,94615,706,12,24500,167.694,7.53,1
57,31052,499,36,4000,20.934,6.11,0
60,57063,487,24,7000,43.397,7.13,0
38,46969,753,24,20000,200.881,11.56,0
38,91205,471,48,7000,86.965,14.6,0
35,98301,558,36,7000,65.429,10.91,1
64,53880,642,24,14000,71.298,5.86,0
55,81528,473,48,7000,33.544,5.63,0
57,42746,444,60,4000,28.601,8.44,0
45,59813,634,60,14000,167.853,14.15,0
34,61829,834,12,35000,215.554,6.78,0
40,53853,823,12,35000,351.487,11.06,0
48,56438,574,36,7000,33.903,5.65,1
64,52997,767,12,35000,192.242,6.04,0
50,35716,680,12,14000,171.05,13.45,0
39,102198,797,12,50000,601.193,13.24,0
32,47945,787,60,20000,223.938,13.21,0
29,58578,734,12,24500,298.385,13.41,0
59,111478,514,36,10000,54.058,6.31,1
37,113643,412,24,10000,91.561,10.53,1
45,129282,660,48,20000,179.715,10.56,0
58,70783,801,60,35000,396.856,13.38,0
38,147683,510,48,10000,92.893,10.92,0
50,97980,619,36,14000,137.449,11.46,1
64,127220,729,12,35000,340.763,10.72,1
59,74093,791,24,35000,196.466,6.46,0
35,42881,545,24,4000,31.921,9.18,0
40,65663,421,24,7000,37.658,6.19,1
51,103856,724,48,35000,286.374,9.62,0
53,112758,638,60,20000,129.98,7.67,0
23,123914,762,12,50000,294.954,6.49,0
51,118326,394,48,10000,57.782,6.79,0
59,44845,570,48,4000,38.411,11.29,0
28,69911,322,48,7000,77.356,12.99,0
36,39243,401,24,4000,22.879,6.58,0
21,138287,475,48,10000,103.733,12.19,0
38,139757,465,48,10000,125.191,14.71,0
35,86695,318,24,7000,45.252,7.44,1
45,129234,407,12,10000,76.809,8.45,1
31,79282,696,36,24500,110.155,5.25,0
64,124173,394,60,10000,97.72,11.53,0
28,147323,663,48,20000,124.992,7.34,0
24,54614,731,48,24500,235.837,11.31,0
51,66539,350,48,7000,81.29,13.65,0
25,125459,599,36,20000,173.231,10.11,1
28,31703,655,60,8000,52.373,7.73,0
29,87590,435,48,7000,58.32,9.79,0
46,118024,833,24,50000,407.093,9.37,0
29,146506,490,12,10000,87.572,9.64,1
27,102582,395,36,10000,100.434,11.72,1
57,72179,797,60,35000,312.733,10.55,0
43,62274,355,60,7000,50.974,8.59,0
26,114477,322,48,10000,72.778,8.55,0
49,38561,752,60,20000,144.328,8.52,0
47,33713,333,12,4000,42.032,11.57,0
38,148433,305,12,10000,54.052,5.95,1
47,40660,369,12,4000,23.078,6.35,0
54,56979,412,12,7000,43.083,6.77,1
44,115928,383,24,10000,93.976,10.81,1
26,113643,786,48,50000,632.805,14.87,0
49,49444,827,36,20000,217.015,12.66,0
59,53051,809,36,35000,328.444,10.95,0
23,86585,841,48,35000,262.006,8.8,0
52,31307,715,36,14000,76.522,6.38,0
42,55420,642,24,14000,141.491,11.63,1
46,92997,631,24,14000,103.556,8.51,1
49,98007,433,12,7000,48.54,7.63,1
39,133089,549,48,10000,114.415,13.45,0
32,39936,513,48,4000,50.483,14.83,0
42,68398,803,60,35000,376.735,12.7,0
31,108284,623,60,20000,223.996,13.22,0
49,109825,511,48,10000,111.763,13.14,0
39,131964,475,48,10000,86.515,10.17,0
44,68810,379,36,7000,78.822,13.14,0
36,105834,523,36,10000,95.862,11.19,1
53,117657,390,36,10000,99.038,11.56,1
48,49122,787,60,20000,142.93,8.43,0
53,96983,567,24,7000,33.473,5.5,1
56,125267,559,48,10000,73.518,8.64,0
64,109442,705,24,35000,442.863,14.56,0
34,146533,548,60,10000,59.88,7.07,0
61,141155,685,12,35000,300.743,9.46,1
21,109225,345,36,10000,72.582,8.47,1
46,117147,308,24,10000,120.397,13.85,0
58,36860,417,36,4000,29.748,8.68,0
36,122496,430,48,10000,116.018,13.64,0
29,130013,802,12,50000,283.609,6.24,0
24,109508,769,48,50000,573.384,13.48,0
46,43498,841,36,20000,119.1,6.95,0
44,33013,483,48,4000,44.927,13.2,0
59,35982,739,48,14000,153.799,12.91,0
52,141194,439,36,10000,113.459,13.24,0
43,122671,809,12,50000,470.645,10.36,0
41,63396,723,24,24500,271.782,12.76,0
47,96174,417,12,7000,38.351,6.03,1
36,114192,431,12,10000,113.165,12.46,0
24,142722,460,36,10000,124.489,14.53,0
63,132563,479,36,10000,54.319,6.34,1
48,117739,467,12,10000,74.121,8.16,1
53,122287,457,48,10000,57.449,6.75,0
25,120873,765,48,50000,297.686,7.0,0
39,86328,460,12,7000,61.858,9.73,1
35,149557,556,12,10000,54.28,5.97,1
44,122778,687,12,35000,307.482,9.67,1
26,37206,497,12,4000,45.877,12.63,0
48,39128,633,60,8000,83.851,12.37,0
41,91248,482,48,7000,58.801,9.87,0
62,123784,671,24,35000,209.2,6.88,1
41,30914,554,48,4000,34.9,10.25,0
21,99687,448,12,7000,88.326,13.89,0
28,73669,762,48,35000,259.168,8.7,0
26,135249,357,48,10000,91.681,10.77,0
60,40371,568,60,4000,18.59,5.48,0
25,43973,843,48,20000,214.477,12.6,0
31,48347,526,24,4000,32.204,9.26,0
47,117531,812,36,50000,549.16,12.82,0
25,129521,571,36,10000,81.687,9.53,1
38,144959,689,48,35000,258.416,8.68,0
44,65493,594,36,14000,127.51,10.63,1
40,68429,674,24,24500,157.059,7.37,0
22,100029,353,24,10000,93.244,10.73,1
39,85347,408,24,7000,47.236,7.76,1
36,122607,738,48,35000,190.19,6.39,0
58,64776,820,24,35000,269.082,8.84,0
25,55142,338,60,7000,56.989,9.61,0
30,60368,360,36,7000,82.414,13.74,0
65,137090,782,36,50000,629.271,14.69,0
51,134840,646,36,20000,241.306,14.08,0
39,132150,667,48,20000,98.928,5.81,0
48,93124,718,24,24500,282.185,13.25,0
36,94224,781,12,35000,161.463,5.08,0
48,146162,669,12,20000,170.546,9.39,1
32,120518,642,48,20000,196.465,11.54,0
38,62415,823,48,35000,354.978,11.92,0
36,66008,662,12,14000,135.472,10.65,1
24,100582,313,36,10000,48.307,5.64,1
30,86732,655,24,14000,85.267,7.01,1
38,142183,657,12,20000,271.997,14.98,0
52,69501,790,48,35000,357.443,12.0,0
59,60177,825,60,35000,172.034,5.8,0
45,51786,648,12,14000,127.523,10.03,1
38,32129,728,48,14000,125.275,10.52,0
22,60190,801,24,35000,384.065,12.62,0
50,143178,510,48,10000,122.711,14.42,0
33,89192,821,60,35000,278.214,9.38,0
40,87482,709,12,24500,241.509,10.85,1
60,52236,397,60,7000,53.53,9.02,0
51,62084,505,24,7000,39.988,6.57,1
64,65521,621,60,14000,124.746,10.52,0
21,51326,537,48,7000,85.483,14.35,0
27,144765,537,60,10000,47.335,5.59,0
37,99658,670,24,24500,296.282,13.91,0
49,96070,669,12,14000,74.724,5.87,1
64,34992,769,36,20000,127.802,7.46,0
48,121190,605,24,20000,130.572,7.51,1
53,125342,736,48,35000,376.284,12.64,0
54,97678,610,60,14000,92.512,7.8,0
62,50897,809,36,35000,421.13,14.04,0
55,141714,396,24,10000,116.742,13.43,0
24,34124,495,24,4000,18.179,5.23,0
64,33923,391,60,4000,48.441,14.29,0
58,43604,614,12,8000,57.965,7.97,0
63,109736,445,48,10000,113.974,13.4,0
47,144384,801,60,50000,445.343,10.51,0
29,84654,683,48,24500,281.294,13.49,0
57,128328,735,60,35000,343.407,11.58,0
58,101280,809,12,50000,607.142,13.37,0
55,57524,601,48,14000,158.945,13.34,0
48,41185,416,24,4000,18.158,5.22,0
33,33690,539,60,4000,24.489,7.22,0
40,59955,583,60,14000,139.027,11.72,0
47,77619,679,48,24500,196.607,9.43,0
56,44910,418,48,4000,29.234,8.59,0
58,112681,802,24,50000,487.065,11.21,0
30,41184,391,60,4000,21.37,6.3,0
54,121248,335,36,10000,120.994,14.12,0
45,96408,701,48,24500,270.019,12.95,0
59,52876,336,12,7000,44.975,7.07,0
37,77079,354,36,7000,70.853,11.81,1
32,123167,567,48,10000,100.761,11.84,0
35,127489,669,48,20000,171.815,10.1,0
36,129023,655,12,20000,153.394,8.44,1
62,105474,437,36,10000,49.551,5.78,1
34,72060,326,24,7000,35.237,5.79,1
38,85387,806,48,35000,319.089,10.71,0
35,50277,739,36,24500,145.722,6.94,0
35,130480,561,12,10000,125.932,13.87,0
28,94535,436,24,7000,38.588,6.34,1
30,99369,391,48,7000,45.261,7.6,0
25,112441,427,24,10000,54.246,6.24,1
36,42254,632,12,8000,57.419,7.9,1
47,61151,689,12,24500,129.37,5.81,0
49,60191,357,60,7000,43.373,7.31,0
49,92572,436,12,7000,76.603,12.05,0
57,32553,455,24,4000,23.157,6.66,0
61,95357,565,60,7000,73.991,12.47,0
53,132399,566,48,10000,77.412,9.1,0
40,123620,589,48,20000,170.344,10.01,0
60,38880,786,12,20000,201.539,11.09,0
51,64104,541,60,7000,39.321,6.63,0
63,66635,629,12,14000,175.814,13.83,0
49,134516,660,24,20000,238.999,13.75,0
47,79040,507,60,7000,87.247,14.71,0
38,67665,462,60,7000,37.376,6.3,0
22,40701,805,48,20000,191.289,11.24,0
22,45305,491,12,4000,44.714,12.31,0
58,72693,300,12,7000,79.263,12.47,0
27,48391,769,48,20000,103.902,6.1,0
64,138880,770,24,50000,446.508,10.27,0
52,143500,453,36,10000,117.307,13.69,0
62,87165,436,60,7000,35.754,6.03,0
47,59952,327,24,7000,87.325,14.35,0
47,30694,768,48,20000,213.039,12.52,0
42,86758,488,12,7000,53.454,8.41,1
49,133856,636,24,20000,188.372,10.84,1
50,148381,686,12,35000,467.783,14.72,0
53,127260,772,60,50000,446.235,10.53,0
23,83635,499,36,7000,66.804,11.14,1
62,74594,575,24,7000,65.577,10.78,0
39,76775,849,60,35000,152.572,5.14,0
47,149051,569,24,10000,76.212,8.77,1
37,77709,816,12,35000,247.693,7.79,0
21,139667,660,36,20000,256.037,14.94,0
25,64239,379,48,7000,66.417,11.15,0
64,123971,691,12,35000,435.686,13.71,0
52,41606,448,36,4000,36.214,10.57,0
50,107852,522,48,10000,43.792,5.15,0
24,101182,779,60,50000,589.005,13.9,0
34,108823,416,60,10000,96.238,11.36,0
44,35139,518,48,4000,22.658,6.66,0
63,64799,469,12,7000,40.247,6.33,0
31,135836,517,36,10000,74.201,8.66,1
63,115780,807,12,50000,508.624,11.2,0
33,123597,675,48,35000,418.541,14.05,0
49,63395,838,24,35000,288.762,9.49,0
53,68663,585,48,14000,140.856,11.82,0
38,68059,344,24,7000,57.205,9.4,1
45,145574,716,24,35000,454.999,14.96,0
41,43425,755,60,20000,133.547,7.88,0
58,127350,471,36,10000,54.668,6.38,1
33,119563,736,12,35000,230.866,7.26,1
64,91357,454,24,7000,41.557,6.83,1
62,71534,555,48,7000,87.893,14.76,0
29,42223,648,12,8000,100.792,13.87,0
46,125479,792,12,50000,255.518,5.62,0
24,102826,486,48,10000,83.832,9.85,0
54,93122,423,48,7000,57.113,9.59,0
24,112494,671,12,35000,453.326,14.26,0
39,75349,479,36,7000,33.14,5.52,1
46,45137,838,24,20000,190.5,10.96,0
63,84019,477,12,7000,71.989,11.32,1
37,66913,649,12,14000,88.03,6.92,1
44,91772,678,60,24500,175.138,8.44,0
40,34138,474,36,4000,47.362,13.82,0
50,143510,467,36,10000,59.188,6.91,1
61,63962,400,12,7000,68.545,10.78,0
57,130638,687,24,35000,199.408,6.55,1
31,147650,592,48,20000,98.022,5.76,0
54,78514,388,48,7000,71.031,11.93,0
43,130892,583,36,20000,230.116,13.43,0
47,32770,541,48,4000,40.69,11.96,0
21,105052,693,24,35000,408.809,13.44,0
64,61641,848,36,35000,339.913,11.33,0
46,82429,383,12,7000,83.342,13.11,0
50,48835,331,24,4000,44.426,12.78,0
56,98447,403,12,7000,71.365,11.22,1
56,123010,592,48,20000,88.976,5.23,0
41,71274,652,60,14000,129.26,10.9,0
29,93348,812,36,35000,408.602,13.62,0
58,60658,591,48,14000,115.846,9.72,0
38,124474,822,48,50000,545.716,12.83,0
63,49785,567,48,4000,46.558,13.68,0
24,93156,784,60,35000,439.544,14.82,0
62,55937,663,36,14000,109.33,9.11,0
37,109356,797,36,50000,318.953,7.44,0
49,87148,432,36,7000,39.707,6.62,1
38,57827,756,24,35000,379.381,12.47,0
24,103450,790,12,50000,444.627,9.79,0
60,128365,687,60,35000,361.101,12.18,0
44,111047,570,36,10000,42.938,5.01,1
49,48256,725,12,14000,156.674,12.32,0
28,102245,423,60,10000,59.871,7.07,0
59,86512,609,36,14000,105.036,8.75,1
24,40908,395,48,4000,24.029,7.06,0
52,115230,730,12,35000,452.318,14.23,0
25,79194,347,48,7000,68.721,11.54,0
53,60959,315,48,7000,71.59,12.02,0
55,115533,446,48,10000,103.451,12.16,0
60,105121,556,48,10000,98.927,11.63,0
62,71904,332,24,7000,55.741,9.16,0
40,102935,473,60,10000,49.53,5.85,0
40,39774,849,24,20000,191.79,11.03,0
57,134957,479,60,10000,55.912,6.6,0
26,104229,613,12,20000,216.679,11.93,1
36,115285,561,12,10000,64.421,7.09,1
53,73744,380,48,7000,54.87,9.21,0
44,147468,563,60,10000,69.301,8.18,0
33,103607,632,12,20000,130.088,7.16,1
36,53367,839,12,35000,272.14,8.56,0
35,44710,650,24,8000,94.216,13.55,0
25,112716,819,36,50000,602.083,14.05,0
27,36502,753,36,20000,114.903,6.7,0
58,84952,761,12,35000,240.493,7.56,0
39,111849,643,12,20000,137.978,7.59,1
21,32118,611,24,8000,40.61,5.84,1
58,55426,843,48,35000,301.674,10.13,0
50,122271,541,24,10000,108.331,12.46,0
64,96572,305,36,7000,68.516,11.42,1
56,91714,816,36,35000,278.585,9.29,0
58,135836,650,60,20000,96.848,5.71,0
64,135327,309,60,10000,64.389,7.6,0
45,139012,517,36,10000,108.035,12.61,0
29,58316,388,48,7000,53.663,9.01,0
22,91438,317,12,7000,82.432,12.97,0
22,51391,483,24,7000,48.623,7.99,1
37,32434,534,24,4000,26.282,7.56,0
62,73406,675,12,24500,120.94,5.43,0
57,59700,613,12,14000,109.245,8.59,0
57,55638,577,24,7000,41.766,6.86,0
37,66912,487,12,7000,56.219,8.84,1
28,127792,777,48,50000,599.625,14.09,0
23,138564,475,12,10000,86.828,9.56,1
26,89396,700,36,24500,142.131,6.77,1
51,82469,794,12,35000,250.572,7.88,0
32,44303,760,24,20000,198.018,11.39,0
55,139908,711,12,35000,453.835,14.28,0
47,64368,596,60,14000,135.811,11.45,0
34,72445,789,48,35000,383.456,12.88,0
22,71390,380,24,7000,85.917,14.12,0
40,98549,349,12,7000,85.279,13.41,0
65,120047,364,36,10000,89.602,10.46,1
47,74049,780,48,35000,280.05,9.4,0
23,112565,408,48,10000,104.426,12.27,0
29,49315,575,24,4000,30.968,8.91,0
40,129217,628,24,20000,150.986,8.68,1
31,119940,731,60,35000,272.462,9.19,0
47,135505,505,24,10000,97.962,11.27,1
56,74526,505,60,7000,87.917,14.82,0
57,79117,423,12,7000,61.593,9.69,0
30,113773,463,60,10000,117.499,13.87,0
30,101425,653,48,20000,246.824,14.5,0
59,137496,711,48,35000,432.932,14.54,0
25,45784,648,48,8000,69.147,10.16,0
48,35995,537,36,4000,50.302,14.68,0
45,39125,770,48,20000,221.234,13.0,0
59,128611,776,36,50000,336.537,7.85,0
35,82653,504,60,7000,70.517,11.89,0
22,46090,585,48,8000,51.981,7.64,0
28,147186,663,48,20000,207.097,12.17,0
61,94464,517,36,7000,71.338,11.89,1
26,89588,484,60,7000,38.321,6.46,0
62,104695,539,12,10000,71.279,7.85,1
24,100137,787,24,50000,311.443,7.17,0
57,34314,842,36,20000,107.522,6.27,0
47,39699,545,24,4000,45.535,13.1,0
40,119371,733,36,35000,441.636,14.73,0
31,32775,309,12,4000,45.335,12.48,0
39,105261,846,48,50000,407.882,9.59,0
50,31977,677,12,14000,83.585,6.57,0
58,90178,740,24,35000,433.592,14.25,0
63,87565,353,36,7000,72.741,12.13,0
30,129180,849,48,50000,288.028,6.77,0
54,115794,475,60,10000,89.127,10.52,0
